index	captionID	pairID	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	gold_label
217	3490789179.jpg#0	3490789179.jpg#0r2n	( ( ( A man ) ( with ( a ( red shirt ) ) ) ) ( ( is ( watching ( ( another man ) ( who ( is ( standing ( on ( top ( of ( ( a ( attached cart ) ) ( filled ( to ( the top ) ) ) ) ) ) ) ) ) ) ) ) ) . ) )	( ( A ( produce vendor ) ) ( ( is ( watched ( by ( a ( health ( department worker ) ) ) ) ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN with) (NP (DT a) (JJ red) (NN shirt)))) (VP (VBZ is) (VP (VBG watching) (NP (NP (DT another) (NN man)) (SBAR (WHNP (WP who)) (S (VP (VBZ is) (VP (VBG standing) (PP (IN on) (NP (NP (NN top)) (PP (IN of) (NP (NP (DT a) (JJ attached) (NN cart)) (VP (VBN filled) (PP (TO to) (NP (DT the) (NN top))))))))))))))) (. .)))	(ROOT (S (NP (DT A) (NN produce) (NN vendor)) (VP (VBZ is) (VP (VBN watched) (PP (IN by) (NP (DT a) (NN health) (NN department) (NN worker))))) (. .)))	A man with a red shirt is watching another man who is standing on top of a attached cart filled to the top.	A produce vendor is watched by a health department worker.	neutral	neutral
218	3490789179.jpg#0	3490789179.jpg#0r1e	( ( ( A man ) ( with ( a ( red shirt ) ) ) ) ( ( is ( watching ( ( another man ) ( who ( is ( standing ( on ( top ( of ( ( a ( attached cart ) ) ( filled ( to ( the top ) ) ) ) ) ) ) ) ) ) ) ) ) . ) )	( Someone ( ( ( ( is ( on ( top ( of ( ( a cart ) ( full ( of items ) ) ) ) ) ) ) , ) ( while ( ( someone else ) observes ) ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN with) (NP (DT a) (JJ red) (NN shirt)))) (VP (VBZ is) (VP (VBG watching) (NP (NP (DT another) (NN man)) (SBAR (WHNP (WP who)) (S (VP (VBZ is) (VP (VBG standing) (PP (IN on) (NP (NP (NN top)) (PP (IN of) (NP (NP (DT a) (JJ attached) (NN cart)) (VP (VBN filled) (PP (TO to) (NP (DT the) (NN top))))))))))))))) (. .)))	(ROOT (S (NP (NN Someone)) (VP (VBZ is) (PP (IN on) (NP (NP (NN top)) (PP (IN of) (NP (NP (DT a) (NN cart)) (PP (JJ full) (IN of) (NP (NNS items))))))) (, ,) (SBAR (IN while) (S (NP (NN someone) (RB else)) (VP (VBZ observes))))) (. .)))	A man with a red shirt is watching another man who is standing on top of a attached cart filled to the top.	Someone is on top of a cart full of items, while someone else observes.	entailment	entailment
219	3490789179.jpg#0	3490789179.jpg#0r3c	( ( ( A man ) ( with ( a ( red shirt ) ) ) ) ( ( is ( watching ( ( another man ) ( who ( is ( standing ( on ( top ( of ( ( a ( attached cart ) ) ( filled ( to ( the top ) ) ) ) ) ) ) ) ) ) ) ) ) . ) )	( ( The man ) ( ( is ( watching ( a woman ) ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN with) (NP (DT a) (JJ red) (NN shirt)))) (VP (VBZ is) (VP (VBG watching) (NP (NP (DT another) (NN man)) (SBAR (WHNP (WP who)) (S (VP (VBZ is) (VP (VBG standing) (PP (IN on) (NP (NP (NN top)) (PP (IN of) (NP (NP (DT a) (JJ attached) (NN cart)) (VP (VBN filled) (PP (TO to) (NP (DT the) (NN top))))))))))))))) (. .)))	(ROOT (S (NP (DT The) (NN man)) (VP (VBZ is) (VP (VBG watching) (NP (DT a) (NN woman)))) (. .)))	A man with a red shirt is watching another man who is standing on top of a attached cart filled to the top.	The man is watching a woman.	contradiction	contradiction
220	3490789179.jpg#0	3490789179.jpg#0r1n	( ( ( A man ) ( with ( a ( red shirt ) ) ) ) ( ( is ( watching ( ( another man ) ( who ( is ( standing ( on ( top ( of ( ( a ( attached cart ) ) ( filled ( to ( the top ) ) ) ) ) ) ) ) ) ) ) ) ) . ) )	( ( ( ( A merchant ) and ) ( his assistant ) ) ( ( are ( trying ( to ( determine ( ( how many ) ( products ( are ( in ( their cart ) ) ) ) ) ) ) ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN with) (NP (DT a) (JJ red) (NN shirt)))) (VP (VBZ is) (VP (VBG watching) (NP (NP (DT another) (NN man)) (SBAR (WHNP (WP who)) (S (VP (VBZ is) (VP (VBG standing) (PP (IN on) (NP (NP (NN top)) (PP (IN of) (NP (NP (DT a) (JJ attached) (NN cart)) (VP (VBN filled) (PP (TO to) (NP (DT the) (NN top))))))))))))))) (. .)))	(ROOT (S (NP (NP (DT A) (NN merchant)) (CC and) (NP (PRP$ his) (NN assistant))) (VP (VBP are) (VP (VBG trying) (S (VP (TO to) (VP (VB determine) (SBAR (WHADJP (WRB how) (JJ many)) (S (NP (NNS products)) (VP (VBP are) (PP (IN in) (NP (PRP$ their) (NN cart))))))))))) (. .)))	A man with a red shirt is watching another man who is standing on top of a attached cart filled to the top.	A merchant and his assistant are trying to determine how many products are in their cart.	neutral	neutral
221	3490789179.jpg#0	3490789179.jpg#0r5n	( ( ( A man ) ( with ( a ( red shirt ) ) ) ) ( ( is ( watching ( ( another man ) ( who ( is ( standing ( on ( top ( of ( ( a ( attached cart ) ) ( filled ( to ( the top ) ) ) ) ) ) ) ) ) ) ) ) ) . ) )	( ( The cart ) ( ( is ( full ( of coal ) ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN with) (NP (DT a) (JJ red) (NN shirt)))) (VP (VBZ is) (VP (VBG watching) (NP (NP (DT another) (NN man)) (SBAR (WHNP (WP who)) (S (VP (VBZ is) (VP (VBG standing) (PP (IN on) (NP (NP (NN top)) (PP (IN of) (NP (NP (DT a) (JJ attached) (NN cart)) (VP (VBN filled) (PP (TO to) (NP (DT the) (NN top))))))))))))))) (. .)))	(ROOT (S (NP (DT The) (NN cart)) (VP (VBZ is) (ADJP (JJ full) (PP (IN of) (NP (NN coal))))) (. .)))	A man with a red shirt is watching another man who is standing on top of a attached cart filled to the top.	The cart is full of coal.	neutral	neutral
222	3490789179.jpg#0	3490789179.jpg#0r4e	( ( ( A man ) ( with ( a ( red shirt ) ) ) ) ( ( is ( watching ( ( another man ) ( who ( is ( standing ( on ( top ( of ( ( a ( attached cart ) ) ( filled ( to ( the top ) ) ) ) ) ) ) ) ) ) ) ) ) . ) )	( ( A man ) ( ( is ( standing ( on ( top ( of ( a cart ) ) ) ) ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN with) (NP (DT a) (JJ red) (NN shirt)))) (VP (VBZ is) (VP (VBG watching) (NP (NP (DT another) (NN man)) (SBAR (WHNP (WP who)) (S (VP (VBZ is) (VP (VBG standing) (PP (IN on) (NP (NP (NN top)) (PP (IN of) (NP (NP (DT a) (JJ attached) (NN cart)) (VP (VBN filled) (PP (TO to) (NP (DT the) (NN top))))))))))))))) (. .)))	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG standing) (PP (IN on) (NP (NP (NN top)) (PP (IN of) (NP (DT a) (NN cart))))))) (. .)))	A man with a red shirt is watching another man who is standing on top of a attached cart filled to the top.	A man is standing on top of a cart.	entailment	entailment
223	3490789179.jpg#0	3490789179.jpg#0r5e	( ( ( A man ) ( with ( a ( red shirt ) ) ) ) ( ( is ( watching ( ( another man ) ( who ( is ( standing ( on ( top ( of ( ( a ( attached cart ) ) ( filled ( to ( the top ) ) ) ) ) ) ) ) ) ) ) ) ) . ) )	( ( The cart ) ( ( is ( filled ( to ( the top ) ) ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN with) (NP (DT a) (JJ red) (NN shirt)))) (VP (VBZ is) (VP (VBG watching) (NP (NP (DT another) (NN man)) (SBAR (WHNP (WP who)) (S (VP (VBZ is) (VP (VBG standing) (PP (IN on) (NP (NP (NN top)) (PP (IN of) (NP (NP (DT a) (JJ attached) (NN cart)) (VP (VBN filled) (PP (TO to) (NP (DT the) (NN top))))))))))))))) (. .)))	(ROOT (S (NP (DT The) (NN cart)) (VP (VBZ is) (VP (VBN filled) (PP (TO to) (NP (DT the) (NN top))))) (. .)))	A man with a red shirt is watching another man who is standing on top of a attached cart filled to the top.	The cart is filled to the top.	entailment	entailment
224	3490789179.jpg#0	3490789179.jpg#0r3n	( ( ( A man ) ( with ( a ( red shirt ) ) ) ) ( ( is ( watching ( ( another man ) ( who ( is ( standing ( on ( top ( of ( ( a ( attached cart ) ) ( filled ( to ( the top ) ) ) ) ) ) ) ) ) ) ) ) ) . ) )	( ( The men ) ( ( are outside ) . ) )	(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN with) (NP (DT a) (JJ red) (NN shirt)))) (VP (VBZ is) (VP (VBG watching) (NP (NP (DT another) (NN man)) (SBAR (WHNP (WP who)) (S (VP (VBZ is) (VP (VBG standing) (PP (IN on) (NP (NP (NN top)) (PP (IN of) (NP (NP (DT a) (JJ attached) (NN cart)) (VP (VBN filled) (PP (TO to) (NP (DT the) (NN top))))))))))))))) (. .)))	(ROOT (S (NP (DT The) (NNS men)) (VP (VBP are) (ADJP (JJ outside))) (. .)))	A man with a red shirt is watching another man who is standing on top of a attached cart filled to the top.	The men are outside.	neutral	neutral
225	3490789179.jpg#0	3490789179.jpg#0r2c	( ( ( A man ) ( with ( a ( red shirt ) ) ) ) ( ( is ( watching ( ( another man ) ( who ( is ( standing ( on ( top ( of ( ( a ( attached cart ) ) ( filled ( to ( the top ) ) ) ) ) ) ) ) ) ) ) ) ) . ) )	( ( A man ) ( ( eats octopus ) . ) )	(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN with) (NP (DT a) (JJ red) (NN shirt)))) (VP (VBZ is) (VP (VBG watching) (NP (NP (DT another) (NN man)) (SBAR (WHNP (WP who)) (S (VP (VBZ is) (VP (VBG standing) (PP (IN on) (NP (NP (NN top)) (PP (IN of) (NP (NP (DT a) (JJ attached) (NN cart)) (VP (VBN filled) (PP (TO to) (NP (DT the) (NN top))))))))))))))) (. .)))	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ eats) (NP (NNS octopus))) (. .)))	A man with a red shirt is watching another man who is standing on top of a attached cart filled to the top.	A man eats octopus.	contradiction	contradiction
226	3490789179.jpg#0	3490789179.jpg#0r4n	( ( ( A man ) ( with ( a ( red shirt ) ) ) ) ( ( is ( watching ( ( another man ) ( who ( is ( standing ( on ( top ( of ( ( a ( attached cart ) ) ( filled ( to ( the top ) ) ) ) ) ) ) ) ) ) ) ) ) . ) )	( ( A man ) ( ( is ( standing ( on ( ( a cart ) ( full ( of groceries ) ) ) ) ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN with) (NP (DT a) (JJ red) (NN shirt)))) (VP (VBZ is) (VP (VBG watching) (NP (NP (DT another) (NN man)) (SBAR (WHNP (WP who)) (S (VP (VBZ is) (VP (VBG standing) (PP (IN on) (NP (NP (NN top)) (PP (IN of) (NP (NP (DT a) (JJ attached) (NN cart)) (VP (VBN filled) (PP (TO to) (NP (DT the) (NN top))))))))))))))) (. .)))	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG standing) (PP (IN on) (NP (NP (DT a) (NN cart)) (PP (JJ full) (IN of) (NP (NNS groceries))))))) (. .)))	A man with a red shirt is watching another man who is standing on top of a attached cart filled to the top.	A man is standing on a cart full of groceries.	neutral	neutral
227	4850814517.jpg#3	4850814517.jpg#3r1e	( ( A boy ) ( ( is ( ( drinking out ) ( of ( ( a ( water fountain ) ) ( shaped ( like ( a woman ) ) ) ) ) ) ) . ) )	( ( A male ) ( ( is ( getting ( ( a drink ) ( of water ) ) ) ) . ) )	(ROOT (S (NP (DT A) (NN boy)) (VP (VBZ is) (VP (VBG drinking) (PRT (RP out)) (PP (IN of) (NP (NP (DT a) (NN water) (NN fountain)) (VP (VBN shaped) (PP (IN like) (NP (DT a) (NN woman)))))))) (. .)))	(ROOT (S (NP (DT A) (NN male)) (VP (VBZ is) (VP (VBG getting) (NP (NP (DT a) (NN drink)) (PP (IN of) (NP (NN water)))))) (. .)))	A boy is drinking out of a water fountain shaped like a woman.	A male is getting a drink of water.	entailment	entailment
228	4850814517.jpg#3	4850814517.jpg#3r1n	( ( A boy ) ( ( is ( ( drinking out ) ( of ( ( a ( water fountain ) ) ( shaped ( like ( a woman ) ) ) ) ) ) ) . ) )	( ( A sculptor ) ( ( ( ( takes ( a drink ) ) ( from ( a fountain ) ) ) ( that ( he ( made ( that ( looks ( like ( his girlfriend ) ) ) ) ) ) ) ) . ) )	(ROOT (S (NP (DT A) (NN boy)) (VP (VBZ is) (VP (VBG drinking) (PRT (RP out)) (PP (IN of) (NP (NP (DT a) (NN water) (NN fountain)) (VP (VBN shaped) (PP (IN like) (NP (DT a) (NN woman)))))))) (. .)))	(ROOT (S (NP (DT A) (NN sculptor)) (VP (VBZ takes) (NP (DT a) (NN drink)) (PP (IN from) (NP (DT a) (NN fountain))) (SBAR (IN that) (S (NP (PRP he)) (VP (VBD made) (SBAR (S (NP (DT that)) (VP (VBZ looks) (PP (IN like) (NP (PRP$ his) (NN girlfriend)))))))))) (. .)))	A boy is drinking out of a water fountain shaped like a woman.	A sculptor takes a drink from a fountain that he made that looks like his girlfriend.	neutral	neutral
229	4850814517.jpg#3	4850814517.jpg#3r1c	( ( A boy ) ( ( is ( ( drinking out ) ( of ( ( a ( water fountain ) ) ( shaped ( like ( a woman ) ) ) ) ) ) ) . ) )	( ( A man ) ( ( is ( ( drinking lemonade ) ( from ( a glass ) ) ) ) . ) )	(ROOT (S (NP (DT A) (NN boy)) (VP (VBZ is) (VP (VBG drinking) (PRT (RP out)) (PP (IN of) (NP (NP (DT a) (NN water) (NN fountain)) (VP (VBN shaped) (PP (IN like) (NP (DT a) (NN woman)))))))) (. .)))	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG drinking) (NP (NN lemonade)) (PP (IN from) (NP (DT a) (NN glass))))) (. .)))	A boy is drinking out of a water fountain shaped like a woman.	A man is drinking lemonade from a glass.	contradiction	contradiction
230	1148238960.jpg#4	1148238960.jpg#4r4n	( ( three bikers ) ( ( stop ( in town ) ) . ) )	( cars ( stop ( in town ) ) )	(ROOT (S (NP (CD three) (NNS bikers)) (VP (VBP stop) (PP (IN in) (NP (NN town)))) (. .)))	(ROOT (S (NP (NNS cars)) (ADJP (VB stop) (PP (IN in) (NP (NN town))))))	three bikers stop in town.	cars stop in town	neutral	neutral
231	1148238960.jpg#4	1148238960.jpg#4r4e	( ( three bikers ) ( ( stop ( in town ) ) . ) )	( Bikers ( stop ( in towns ) ) )	(ROOT (S (NP (CD three) (NNS bikers)) (VP (VBP stop) (PP (IN in) (NP (NN town)))) (. .)))	(ROOT (S (NP (NNS Bikers)) (ADJP (VB stop) (PP (IN in) (NP (NNS towns))))))	three bikers stop in town.	Bikers stop in towns	entailment	entailment
232	1148238960.jpg#4	1148238960.jpg#4r1e	( ( three bikers ) ( ( stop ( in town ) ) . ) )	( ( A town ) ( ( has ( witnessed ( ( the arrival ) ( of ( three bikers ) ) ) ) ) . ) )	(ROOT (S (NP (CD three) (NNS bikers)) (VP (VBP stop) (PP (IN in) (NP (NN town)))) (. .)))	(ROOT (S (NP (DT A) (NN town)) (VP (VBZ has) (VP (VBN witnessed) (NP (NP (DT the) (NN arrival)) (PP (IN of) (NP (CD three) (NNS bikers)))))) (. .)))	three bikers stop in town.	A town has witnessed the arrival of three bikers.	entailment	entailment
233	1148238960.jpg#4	1148238960.jpg#4r5n	( ( three bikers ) ( ( stop ( in town ) ) . ) )	( ( Thoes bikers ) ( are ( slowing down ) ) )	(ROOT (S (NP (CD three) (NNS bikers)) (VP (VBP stop) (PP (IN in) (NP (NN town)))) (. .)))	(ROOT (S (NP (NNS Thoes) (NNS bikers)) (VP (VBP are) (VP (VBG slowing) (PRT (RP down))))))	three bikers stop in town.	Thoes bikers are slowing down	neutral	neutral
234	1148238960.jpg#4	1148238960.jpg#4r1n	( ( three bikers ) ( ( stop ( in town ) ) . ) )	( ( The bikers ) ( ( are ( riding ( Harley 's ) ) ) . ) )	(ROOT (S (NP (CD three) (NNS bikers)) (VP (VBP stop) (PP (IN in) (NP (NN town)))) (. .)))	(ROOT (S (NP (DT The) (NNS bikers)) (VP (VBP are) (VP (VBG riding) (S (NP (NNP Harley) (POS 's))))) (. .)))	three bikers stop in town.	The bikers are riding Harley's.	neutral	neutral
235	1148238960.jpg#4	1148238960.jpg#4r5c	( ( three bikers ) ( ( stop ( in town ) ) . ) )	( ( Three bikers ) ( are ( going ( 100 mph ) ) ) )	(ROOT (S (NP (CD three) (NNS bikers)) (VP (VBP stop) (PP (IN in) (NP (NN town)))) (. .)))	(ROOT (S (NP (CD Three) (NNS bikers)) (VP (VBP are) (VP (VBG going) (NP (CD 100) (NN mph))))))	three bikers stop in town.	Three bikers are going 100 mph	contradiction	contradiction
236	1148238960.jpg#4	1148238960.jpg#4r4c	( ( three bikers ) ( ( stop ( in town ) ) . ) )	( ( The bikers ) ( breathe water ) )	(ROOT (S (NP (CD three) (NNS bikers)) (VP (VBP stop) (PP (IN in) (NP (NN town)))) (. .)))	(ROOT (NP (NP (DT The) (NNS bikers)) (NP (JJ breathe) (NN water))))	three bikers stop in town.	The bikers breathe water	contradiction	contradiction
237	1148238960.jpg#4	1148238960.jpg#4r5e	( ( three bikers ) ( ( stop ( in town ) ) . ) )	( Bikers ( stop ( for gas ) ) )	(ROOT (S (NP (CD three) (NNS bikers)) (VP (VBP stop) (PP (IN in) (NP (NN town)))) (. .)))	(ROOT (S (NP (NNS Bikers)) (ADJP (VB stop) (PP (IN for) (NP (NN gas))))))	three bikers stop in town.	Bikers stop for gas	entailment	entailment
238	1148238960.jpg#4	1148238960.jpg#4r2n	( ( three bikers ) ( ( stop ( in town ) ) . ) )	( ( Three bicyclists ) ( ( are ( riding ( in ( a pack ) ) ) ) . ) )	(ROOT (S (NP (CD three) (NNS bikers)) (VP (VBP stop) (PP (IN in) (NP (NN town)))) (. .)))	(ROOT (S (NP (CD Three) (NNS bicyclists)) (VP (VBP are) (VP (VBG riding) (PP (IN in) (NP (DT a) (NN pack))))) (. .)))	three bikers stop in town.	Three bicyclists are riding in a pack.	neutral	neutral
239	1148238960.jpg#4	1148238960.jpg#4r2c	( ( three bikers ) ( ( stop ( in town ) ) . ) )	( There ( ( is ( a ( ( very angry ) dog ) ) ) . ) )	(ROOT (S (NP (CD three) (NNS bikers)) (VP (VBP stop) (PP (IN in) (NP (NN town)))) (. .)))	(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (DT a) (ADJP (RB very) (JJ angry)) (NN dog))) (. .)))	three bikers stop in town.	There is a very angry dog.	contradiction	contradiction
240	1148238960.jpg#4	1148238960.jpg#4r3n	( ( three bikers ) ( ( stop ( in town ) ) . ) )	( ( Three bikers ) ( ( are ( taking ( ( a rest ) ( in ( the town ) ) ) ) ) . ) )	(ROOT (S (NP (CD three) (NNS bikers)) (VP (VBP stop) (PP (IN in) (NP (NN town)))) (. .)))	(ROOT (S (NP (CD Three) (NNS bikers)) (VP (VBP are) (VP (VBG taking) (NP (NP (DT a) (NN rest)) (PP (IN in) (NP (DT the) (NN town)))))) (. .)))	three bikers stop in town.	Three bikers are taking a rest in the town.	neutral	neutral
241	1148238960.jpg#4	1148238960.jpg#4r3e	( ( three bikers ) ( ( stop ( in town ) ) . ) )	( ( The bikers ) ( ( are ( in ( the town ) ) ) . ) )	(ROOT (S (NP (CD three) (NNS bikers)) (VP (VBP stop) (PP (IN in) (NP (NN town)))) (. .)))	(ROOT (S (NP (DT The) (NNS bikers)) (VP (VBP are) (PP (IN in) (NP (DT the) (NN town)))) (. .)))	three bikers stop in town.	The bikers are in the town.	entailment	entailment
242	1148238960.jpg#4	1148238960.jpg#4r2e	( ( three bikers ) ( ( stop ( in town ) ) . ) )	( ( ( A group ) ( of bikers ) ) ( ( are ( in ( the street ) ) ) . ) )	(ROOT (S (NP (CD three) (NNS bikers)) (VP (VBP stop) (PP (IN in) (NP (NN town)))) (. .)))	(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS bikers)))) (VP (VBP are) (PP (IN in) (NP (DT the) (NN street)))) (. .)))	three bikers stop in town.	A group of bikers are in the street.	entailment	entailment
243	1148238960.jpg#4	1148238960.jpg#4r1c	( ( three bikers ) ( ( stop ( in town ) ) . ) )	( ( The bikers ) ( ( ( did n't ) ( stop ( in ( the town ) ) ) ) . ) )	(ROOT (S (NP (CD three) (NNS bikers)) (VP (VBP stop) (PP (IN in) (NP (NN town)))) (. .)))	(ROOT (S (NP (DT The) (NNS bikers)) (VP (VBD did) (RB n't) (VP (VB stop) (PP (IN in) (NP (DT the) (NN town))))) (. .)))	three bikers stop in town.	The bikers didn't stop in the town.	contradiction	contradiction
244	1148238960.jpg#4	1148238960.jpg#4r3c	( ( three bikers ) ( ( stop ( in town ) ) . ) )	( ( Five bikers ) ( ( are ( riding ( on ( the road ) ) ) ) . ) )	(ROOT (S (NP (CD three) (NNS bikers)) (VP (VBP stop) (PP (IN in) (NP (NN town)))) (. .)))	(ROOT (S (NP (CD Five) (NNS bikers)) (VP (VBP are) (VP (VBG riding) (PP (IN on) (NP (DT the) (NN road))))) (. .)))	three bikers stop in town.	Five bikers are riding on the road.	contradiction	contradiction
245	3490789179.jpg#4	3490789179.jpg#4r1c	( ( ( Two people ) ( ( loading brush ) ( on ( a trailer ) ) ) ) ( ( attached ( to ( a truck ) ) ) . ) )	( ( A man ) ( ( is ( ( carrying ( a canoe ) ) ( to ( the water ) ) ) ) . ) )	(ROOT (S (NP (NP (CD Two) (NNS people)) (VP (VBG loading) (NP (NN brush)) (PP (IN on) (NP (DT a) (NN trailer))))) (VP (VBN attached) (PP (TO to) (NP (DT a) (NN truck)))) (. .)))	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG carrying) (NP (DT a) (NN canoe)) (PP (TO to) (NP (DT the) (NN water))))) (. .)))	Two people loading brush on a trailer attached to a truck.	A man is carrying a canoe to the water.	contradiction	contradiction
246	3490789179.jpg#4	3490789179.jpg#4r1e	( ( ( Two people ) ( ( loading brush ) ( on ( a trailer ) ) ) ) ( ( attached ( to ( a truck ) ) ) . ) )	( ( ( A couple ) ( of people ) ) ( ( are ( ( loading brush ) ( onto ( ( a trailer ) ( that ( is ( attached ( to ( a truck ) ) ) ) ) ) ) ) ) . ) )	(ROOT (S (NP (NP (CD Two) (NNS people)) (VP (VBG loading) (NP (NN brush)) (PP (IN on) (NP (DT a) (NN trailer))))) (VP (VBN attached) (PP (TO to) (NP (DT a) (NN truck)))) (. .)))	(ROOT (S (NP (NP (DT A) (NN couple)) (PP (IN of) (NP (NNS people)))) (VP (VBP are) (VP (VBG loading) (NP (NN brush)) (PP (IN onto) (NP (NP (DT a) (NN trailer)) (SBAR (WHNP (WDT that)) (S (VP (VBZ is) (VP (VBN attached) (PP (TO to) (NP (DT a) (NN truck))))))))))) (. .)))	Two people loading brush on a trailer attached to a truck.	A couple of people are loading brush onto a trailer that is attached to a truck.	entailment	entailment
247	3490789179.jpg#4	3490789179.jpg#4r1n	( ( ( Two people ) ( ( loading brush ) ( on ( a trailer ) ) ) ) ( ( attached ( to ( a truck ) ) ) . ) )	( ( ( Two people ) ( ( loading brush ) ( on ( a trailer ) ) ) ) ( ( ( attached ( to ( a truck ) ) ) ( so ( they ( can ( ( ( go camping ) and ) ( burn it ) ) ) ) ) ) . ) )	(ROOT (S (NP (NP (CD Two) (NNS people)) (VP (VBG loading) (NP (NN brush)) (PP (IN on) (NP (DT a) (NN trailer))))) (VP (VBN attached) (PP (TO to) (NP (DT a) (NN truck)))) (. .)))	(ROOT (S (NP (NP (CD Two) (NNS people)) (VP (VBG loading) (NP (NN brush)) (PP (IN on) (NP (DT a) (NN trailer))))) (VP (VBD attached) (PP (TO to) (NP (DT a) (NN truck))) (SBAR (IN so) (S (NP (PRP they)) (VP (MD can) (VP (VP (VB go) (NP (NN camping))) (CC and) (VP (VB burn) (NP (PRP it)))))))) (. .)))	Two people loading brush on a trailer attached to a truck.	Two people loading brush on a trailer attached to a truck so they can go camping and burn it.	neutral	neutral
248	3691765410.jpg#0	3691765410.jpg#0r5e	( ( ( A man ) ( with ( a beard ) ) ) ( , ( ( ( ( ( wearing ( a ( red shirt ) ) ) ( with ( gray ( sleeves ( and ( work gloves ) ) ) ) ) ) , ) ( pulling ( on ( a rope ) ) ) ) . ) ) )	( ( a ( bearded man ) ) ( pulls ( a rope ) ) )	(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN with) (NP (DT a) (NN beard)))) (, ,) (VP (VP (VBG wearing) (NP (DT a) (JJ red) (NN shirt)) (PP (IN with) (NP (JJ gray) (NNS sleeves) (CC and) (NN work) (NNS gloves)))) (, ,) (VP (VBG pulling) (PP (IN on) (NP (DT a) (NN rope))))) (. .)))	(ROOT (S (NP (DT a) (JJ bearded) (NN man)) (VP (VBZ pulls) (NP (DT a) (NN rope)))))	A man with a beard, wearing a red shirt with gray sleeves and work gloves, pulling on a rope.	a bearded man pulls a rope	entailment	entailment
249	3691765410.jpg#0	3691765410.jpg#0r3n	( ( ( A man ) ( with ( a beard ) ) ) ( , ( ( ( ( ( wearing ( a ( red shirt ) ) ) ( with ( gray ( sleeves ( and ( work gloves ) ) ) ) ) ) , ) ( pulling ( on ( a rope ) ) ) ) . ) ) )	( ( A ( bearded man ) ) ( ( is ( ( pulling ( a rope ) ) ( at work ) ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN with) (NP (DT a) (NN beard)))) (, ,) (VP (VP (VBG wearing) (NP (DT a) (JJ red) (NN shirt)) (PP (IN with) (NP (JJ gray) (NNS sleeves) (CC and) (NN work) (NNS gloves)))) (, ,) (VP (VBG pulling) (PP (IN on) (NP (DT a) (NN rope))))) (. .)))	(ROOT (S (NP (DT A) (JJ bearded) (NN man)) (VP (VBZ is) (VP (VBG pulling) (NP (DT a) (NN rope)) (PP (IN at) (NP (NN work))))) (. .)))	A man with a beard, wearing a red shirt with gray sleeves and work gloves, pulling on a rope.	A bearded man is pulling a rope at work.	neutral	neutral
250	3691765410.jpg#0	3691765410.jpg#0r2e	( ( ( A man ) ( with ( a beard ) ) ) ( , ( ( ( ( ( wearing ( a ( red shirt ) ) ) ( with ( gray ( sleeves ( and ( work gloves ) ) ) ) ) ) , ) ( pulling ( on ( a rope ) ) ) ) . ) ) )	( ( A man ) ( ( pulls ( on ( a rope ) ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN with) (NP (DT a) (NN beard)))) (, ,) (VP (VP (VBG wearing) (NP (DT a) (JJ red) (NN shirt)) (PP (IN with) (NP (JJ gray) (NNS sleeves) (CC and) (NN work) (NNS gloves)))) (, ,) (VP (VBG pulling) (PP (IN on) (NP (DT a) (NN rope))))) (. .)))	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ pulls) (PP (IN on) (NP (DT a) (NN rope)))) (. .)))	A man with a beard, wearing a red shirt with gray sleeves and work gloves, pulling on a rope.	A man pulls on a rope.	entailment	entailment
